host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_private_rooms
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Frome Vale,51.4839073,-2.5209257,Entire home/apt,6.0,1.0,1 bath,6.0,6.0,2.0,365.0,2.0,365.0,0.0,118.0,1.0,f,148.0,3.0
2015-08-16,"Bristol, United Kingdom",a few days or more,0%,0%,f,1.0,t,t,Eastville,51.46828,-2.53295,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,365.0,1.0,365.0,17.0,255.0,0.0,f,1.0,1.0
2016-08-18,"England, United Kingdom",within an hour,100%,97%,f,7.0,t,t,Stoke Bishop,51.48245,-2.63319,Entire home/apt,8.0,1.0,1 bath,4.0,6.0,1.0,1125.0,2.0,1125.0,1.0,178.0,4.0,t,3.0,0.0
2016-08-29,"Elche, Spain",a few days or more,0%,0%,f,1.0,t,t,Eastville,51.47381,-2.56046,Private room,2.0,,,1.0,1.0,1.0,365.0,1.0,365.0,29.0,269.0,0.0,f,1.0,1.0
2015-06-06,"Bristol, United Kingdom",within an hour,100%,100%,t,3.0,t,t,Ashley,51.47395678683288,-2.576952105910688,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,28.0,2.0,1125.0,21.0,30.0,0.0,t,3.0,1.0
2024-07-11,,within an hour,100%,100%,t,1.0,f,t,Windmill Hill,51.44382110000001,-2.579951,Entire home/apt,10.0,2.0,2 baths,4.0,4.0,1.0,1125.0,1.0,1125.0,22.0,327.0,13.0,f,1.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Clifton Down,51.4633429,-2.6099563,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,1.0,365.0,1.0,365.0,11.0,272.0,77.0,f,148.0,3.0
2023-11-04,"Bristol, United Kingdom",within an hour,100%,98%,t,1.0,t,t,Ashley,51.47107716479259,-2.591833542327888,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,7.0,2.0,1125.0,21.0,276.0,62.0,f,1.0,0.0
2016-04-26,"Croesyceiliog, United Kingdom",within an hour,100%,97%,f,1.0,t,f,Clifton Down,51.46875,-2.60963,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,30.0,2.0,1125.0,4.0,5.0,21.0,f,1.0,0.0
2024-04-29,,within an hour,85%,97%,t,1.0,t,f,Knowle,51.43502672553288,-2.5674403086304665,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,365.0,1.0,365.0,12.0,108.0,13.0,f,1.0,1.0
2024-06-10,,within an hour,100%,100%,t,1.0,t,t,Hotwells & Harbourside,51.45003172247127,-2.610836438834667,Entire home/apt,4.0,3.0,3 baths,3.0,3.0,2.0,84.0,2.0,1125.0,10.0,96.0,17.0,t,1.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Clifton,51.461849,-2.621499,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,1.0,365.0,1.0,365.0,0.0,0.0,306.0,t,148.0,3.0
2012-07-11,"Bristol, United Kingdom",within an hour,100%,100%,f,6.0,t,t,Cotham,51.46541,-2.59211,Entire home/apt,2.0,1.5,1.5 baths,1.0,1.0,3.0,90.0,3.0,90.0,0.0,229.0,16.0,f,5.0,0.0
2013-05-19,"Bristol, United Kingdom",within a few hours,100%,100%,t,1.0,t,t,Avonmouth & Lawrence Weston,51.485443,-2.672908,Private room,2.0,1.0,1 shared bath,1.0,2.0,1.0,90.0,1.0,90.0,29.0,169.0,59.0,f,1.0,1.0
2018-09-29,"Bristol, United Kingdom",within an hour,100%,99%,t,2.0,t,t,Frome Vale,51.48305,-2.52,Private room,2.0,1.5,1.5 shared baths,2.0,3.0,1.0,1125.0,1.0,1125.0,23.0,344.0,105.0,f,1.0,1.0
2015-10-10,"Bristol, United Kingdom",within an hour,100%,91%,f,1.0,t,t,Cotham,51.46460702349522,-2.6019033411392245,Private room,1.0,1.0,1 shared bath,1.0,1.0,2.0,28.0,2.0,1125.0,15.0,218.0,50.0,t,1.0,1.0
2016-12-26,"Bristol, United Kingdom",within an hour,100%,82%,t,1.0,t,t,Stoke Bishop,51.48759,-2.64008,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,4.0,365.0,3.0,365.0,0.0,132.0,39.0,f,1.0,0.0
2019-11-13,,within an hour,100%,91%,t,1.0,t,t,Eastville,51.479134,-2.545242,Entire home/apt,2.0,1.5,1.5 baths,0.0,2.0,1.0,1125.0,1.0,1125.0,11.0,328.0,122.0,f,1.0,0.0
2017-03-16,"Salisbury, United Kingdom",within an hour,100%,94%,t,1.0,t,t,Ashley,51.46175,-2.585,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,2.0,21.0,2.0,21.0,20.0,142.0,241.0,f,1.0,0.0
2015-11-18,"London, United Kingdom",,,,f,1.0,t,t,Knowle,51.42990671005023,-2.5690600275993347,Private room,2.0,1.5,1.5 shared baths,1.0,1.0,1.0,1125.0,1.0,1125.0,30.0,365.0,1.0,f,1.0,1.0
2012-01-20,"Bristol, United Kingdom",within an hour,100%,98%,t,3.0,t,t,Filwood,51.42569,-2.58658,Private room,1.0,1.0,1 shared bath,1.0,1.0,2.0,1125.0,2.0,1125.0,0.0,230.0,56.0,t,1.0,1.0
2015-08-23,"Bristol, United Kingdom",within a few hours,100%,71%,t,2.0,t,f,Brislington West,51.43248,-2.54743,Private room,2.0,1.0,1 shared bath,1.0,1.0,2.0,12.0,2.0,12.0,29.0,89.0,66.0,f,2.0,1.0
2017-05-13,"England, United Kingdom",within an hour,100%,97%,t,1.0,t,t,Frome Vale,51.47915,-2.52759,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,2.0,14.0,2.0,14.0,20.0,79.0,361.0,f,1.0,0.0
2017-04-13,"Bristol, United Kingdom",within an hour,99%,97%,f,100.0,t,t,Central,51.44867110641131,-2.593039725743344,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1.0,365.0,2.0,365.0,12.0,287.0,3.0,t,67.0,0.0
2017-07-31,"Bristol, United Kingdom",,,,f,1.0,t,f,Clifton,51.45664784274145,-2.611526772379875,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,14.0,30.0,14.0,30.0,29.0,269.0,0.0,f,1.0,0.0
2020-01-10,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,St George West,51.4611163,-2.5401968,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,3.0,365.0,2.0,365.0,9.0,149.0,26.0,f,1.0,0.0
2015-05-15,"Bristol, United Kingdom",,,,f,2.0,t,t,Lawrence Hill,51.46489,-2.56641,Private room,2.0,1.0,1 shared bath,1.0,1.0,14.0,1125.0,14.0,1125.0,0.0,77.0,8.0,f,1.0,1.0
2022-06-30,,within an hour,100%,100%,f,54.0,t,t,Central,51.45439,-2.59429,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,1.0,365.0,1.0,1.0,29.0,269.0,1.0,t,32.0,0.0
2013-02-05,"Bristol, United Kingdom",,,50%,f,1.0,t,t,Stoke Bishop,51.477508042806726,-2.6219737423278744,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,28.0,365.0,28.0,365.0,0.0,77.0,1.0,f,1.0,0.0
2019-01-14,"Bristol, United Kingdom",within an hour,100%,100%,t,60.0,t,t,Lawrence Hill,51.45535,-2.57945,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,2.0,1125.0,2.0,2.0,27.0,262.0,21.0,t,47.0,0.0
2019-01-14,"Bristol, United Kingdom",within an hour,100%,100%,t,60.0,t,t,Ashley,51.46785,-2.572376,Entire home/apt,6.0,3.0,3 baths,3.0,3.0,2.0,1125.0,2.0,1125.0,19.0,313.0,96.0,t,47.0,0.0
2016-05-21,"England, United Kingdom",within a few hours,100%,94%,t,1.0,t,t,Bishopston & Ashley Down,51.47689,-2.58036,Private room,2.0,1.0,1 private bath,1.0,1.0,1.0,13.0,1.0,13.0,29.0,179.0,23.0,f,1.0,1.0
2023-05-04,,within a day,85%,51%,t,1.0,t,t,Cotham,51.46248,-2.59759,Entire home/apt,8.0,1.0,1 bath,4.0,4.0,2.0,365.0,2.0,365.0,0.0,81.0,16.0,f,1.0,0.0
2016-01-04,"Bristol, United Kingdom",,,95%,t,3.0,t,t,Avonmouth & Lawrence Weston,51.49663,-2.64627,Private room,1.0,1.5,1.5 baths,1.0,1.0,1.0,365.0,1.0,365.0,28.0,363.0,1.0,f,3.0,3.0
2023-10-27,"Cardiff, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Brislington West,51.44374,-2.56169,Entire home/apt,6.0,1.0,1 bath,2.0,4.0,2.0,1125.0,1.0,365.0,7.0,313.0,37.0,t,1.0,0.0
2019-01-14,"Bristol, United Kingdom",within an hour,100%,100%,t,60.0,t,t,Hotwells & Harbourside,51.4520823,-2.603859,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,2.0,1125.0,2.0,2.0,2.0,26.0,0.0,t,47.0,0.0
2017-06-04,"England, United Kingdom",within a day,100%,57%,f,1.0,t,t,Clifton Down,51.46486155361937,-2.6131877303123474,Entire home/apt,4.0,1.0,1 bath,2.0,0.0,5.0,365.0,4.0,365.0,0.0,112.0,8.0,f,1.0,0.0
2024-04-23,,within an hour,80%,73%,f,5.0,t,t,Clifton Down,51.458608256813264,-2.610012160891112,Private room,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,365.0,22.0,263.0,1.0,t,5.0,5.0
2019-02-21,"England, United Kingdom",,,0%,f,1.0,t,f,Clifton Down,51.47002,-2.60979,Private room,2.0,1.0,1 private bath,1.0,1.0,1.0,3.0,1.0,3.0,28.0,177.0,91.0,f,1.0,1.0
2024-07-31,"Bristol, United Kingdom",within an hour,100%,83%,f,6.0,t,t,Horfield,51.4956016,-2.5753515,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,1125.0,1.0,1125.0,27.0,112.0,4.0,f,6.0,6.0
2016-07-07,"Bristol, United Kingdom",,,43%,f,3.0,t,t,Redland,51.47553,-2.59102,Private room,4.0,2.5,2.5 baths,2.0,2.0,2.0,7.0,2.0,7.0,30.0,180.0,16.0,f,3.0,3.0
2013-07-31,"England, United Kingdom",within a few hours,100%,79%,t,2.0,t,t,Windmill Hill,51.44431,-2.58044,Private room,2.0,1.5,1.5 baths,1.0,1.0,2.0,1125.0,2.0,1125.0,1.0,228.0,130.0,f,2.0,2.0
2018-09-10,"England, United Kingdom",within an hour,100%,100%,f,3.0,t,t,Frome Vale,51.480083095767405,-2.5298980996012688,Entire home/apt,4.0,1.0,1 bath,1.0,3.0,2.0,1125.0,2.0,1125.0,22.0,163.0,48.0,t,3.0,0.0
2023-04-28,"Bristol, United Kingdom",within a few hours,85%,100%,t,3.0,t,t,Clifton,51.4610527,-2.6161601,Entire home/apt,8.0,2.0,2 baths,4.0,4.0,2.0,45.0,2.0,1125.0,26.0,334.0,0.0,t,1.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Central,51.4539596,-2.6000161,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,1.0,45.0,1.0,45.0,21.0,336.0,11.0,t,148.0,3.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Easton,51.466076,-2.563031,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,365.0,18.0,350.0,18.0,f,148.0,3.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Easton,51.466076,-2.563031,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,365.0,15.0,346.0,22.0,f,148.0,3.0
2011-11-29,"Bristol, United Kingdom",within an hour,100%,99%,t,2.0,t,t,Central,51.44773,-2.59281,Private room,2.0,1.5,1.5 baths,1.0,1.0,2.0,31.0,1.0,1125.0,13.0,109.0,435.0,t,2.0,2.0
2015-05-21,"London, United Kingdom",within a day,100%,92%,f,1.0,t,t,Horfield,51.49505380000001,-2.5793203,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3.0,365.0,3.0,1125.0,0.0,104.0,7.0,f,1.0,0.0
2012-06-24,"Bristol, United Kingdom",,,,f,1.0,t,t,Ashley,51.4714,-2.58787,Private room,2.0,1.0,1 shared bath,1.0,1.0,2.0,7.0,2.0,7.0,17.0,352.0,45.0,f,1.0,1.0
2016-06-13,"England, United Kingdom",within an hour,86%,100%,t,1.0,t,t,Horfield,51.49083,-2.5852,Private room,2.0,1.5,1.5 shared baths,1.0,1.0,1.0,14.0,1.0,14.0,13.0,216.0,148.0,t,1.0,1.0
2021-12-22,,within a few hours,100%,0%,f,2.0,t,t,Frome Vale,51.4881697,-2.5363985,Entire home/apt,8.0,1.0,1 bath,4.0,8.0,30.0,365.0,30.0,365.0,29.0,269.0,0.0,f,2.0,0.0
2016-10-26,United Kingdom,within an hour,100%,100%,t,2.0,t,t,Hotwells & Harbourside,51.45349,-2.60457,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,7.0,1125.0,7.0,1125.0,0.0,244.0,49.0,t,1.0,0.0
2016-07-07,"Bristol, United Kingdom",,,43%,f,3.0,t,t,Redland,51.47592,-2.59112,Private room,2.0,1.5,1.5 shared baths,1.0,1.0,2.0,10.0,2.0,10.0,29.0,179.0,45.0,f,3.0,3.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Cotham,51.4688561,-2.6044982,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1.0,365.0,1.0,365.0,23.0,330.0,0.0,t,148.0,3.0
2015-05-11,"Bristol, United Kingdom",within an hour,100%,90%,t,1.0,t,f,St George West,51.45882,-2.54662,Entire home/apt,3.0,1.0,1 bath,2.0,1.0,3.0,49.0,3.0,49.0,19.0,19.0,11.0,f,1.0,0.0
2019-09-18,"Bristol, United Kingdom",within an hour,100%,83%,f,1.0,t,t,Clifton,51.45232,-2.62218,Entire home/apt,3.0,1.0,1 bath,1.0,3.0,5.0,90.0,5.0,90.0,29.0,85.0,19.0,f,1.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Lawrence Hill,51.4568807,-2.5816885,Entire home/apt,2.0,0.0,0 baths,,1.0,1.0,365.0,1.0,365.0,1.0,310.0,4.0,t,148.0,3.0
2023-12-14,,a few days or more,0%,40%,f,1.0,t,f,Bishopsworth,51.42475339471447,-2.6207600061899514,Private room,1.0,1.0,1 shared bath,1.0,1.0,1.0,3.0,1.0,3.0,28.0,363.0,1.0,f,1.0,1.0
2016-08-06,"England, United Kingdom",within an hour,100%,93%,f,1.0,t,t,Southville,51.44359063745978,-2.603219664601294,Private room,2.0,2.0,2 baths,1.0,1.0,2.0,15.0,2.0,15.0,6.0,43.0,7.0,f,1.0,1.0
2024-03-20,,within an hour,100%,100%,t,1.0,f,t,Windmill Hill,51.43788,-2.58494,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,1125.0,1.0,1125.0,23.0,152.0,74.0,f,1.0,0.0
2022-01-28,"England, United Kingdom",within a few hours,100%,100%,t,1.0,t,t,Clifton,51.45293,-2.61078,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3.0,90.0,3.0,90.0,26.0,280.0,83.0,f,1.0,0.0
2013-03-30,"Bristol, United Kingdom",within a day,100%,36%,t,1.0,t,t,Ashley,51.465,-2.57984,Private room,2.0,1.5,1.5 shared baths,2.0,3.0,2.0,28.0,2.0,28.0,1.0,57.0,188.0,f,1.0,1.0
2017-07-11,"England, United Kingdom",within an hour,100%,98%,t,1.0,t,t,Lockleaze,51.49338,-2.575,Private room,2.0,1.5,1.5 baths,1.0,1.0,2.0,1125.0,1.0,1125.0,11.0,57.0,174.0,f,1.0,1.0
2022-06-30,,within an hour,100%,100%,f,54.0,t,t,Central,51.45451,-2.5932,Entire home/apt,8.0,1.0,1 bath,2.0,4.0,1.0,365.0,2.0,99.0,29.0,265.0,9.0,t,32.0,0.0
2016-05-16,"Bristol, United Kingdom",within an hour,100%,94%,f,2.0,t,t,Bedminster,51.43668249023395,-2.604532241821289,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3.0,365.0,3.0,365.0,3.0,274.0,2.0,f,2.0,0.0
2022-01-08,"Bristol, United Kingdom",within an hour,100%,95%,t,20.0,t,t,Clifton,51.4569249,-2.6190202,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,28.0,999.0,28.0,999.0,0.0,221.0,0.0,t,13.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Central,51.4556502,-2.5911894,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,365.0,9.0,280.0,79.0,t,148.0,3.0
2014-04-30,"Bristol, United Kingdom",within an hour,100%,100%,f,2.0,t,t,Central,51.46333,-2.58998,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,2.0,90.0,2.0,1125.0,0.0,30.0,307.0,f,2.0,0.0
2017-01-19,"Bristol, United Kingdom",,,88%,t,1.0,t,t,Westbury-on-Trym & Henleaze,51.5,-2.62279,Private room,1.0,0.5,Private half-bath,1.0,1.0,1.0,2.0,1.0,2.0,4.0,51.0,5.0,f,1.0,1.0
2013-12-17,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Ashley,51.47118,-2.59155,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1.0,28.0,1.0,1125.0,14.0,277.0,452.87,t,1.0,0.0
2022-01-05,,within an hour,84%,99%,f,210.0,t,t,Avonmouth & Lawrence Weston,51.49769,-2.64663,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,1.0,1125.0,1.0,7.0,29.0,364.0,1.0,t,3.0,0.0
2013-02-15,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Ashley,51.46541,-2.5845,Private room,2.0,1.0,1 private bath,1.0,1.0,2.0,1125.0,2.0,1125.0,17.0,352.0,51.0,t,1.0,1.0
2017-04-10,"Bristol, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Avonmouth & Lawrence Weston,51.497547,-2.6589441,Private room,2.0,1.0,1 shared bath,1.0,1.0,2.0,90.0,2.0,90.0,16.0,76.0,2.0,f,1.0,1.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Central,51.449959,-2.596754,Private room,2.0,1.0,1 private bath,0.0,0.0,1.0,365.0,1.0,365.0,15.0,318.0,62.0,t,148.0,3.0
2022-05-06,,within an hour,100%,97%,f,72.0,t,f,Clifton Down,51.46334,-2.61209,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,2.0,180.0,2.0,1125.0,0.0,249.0,33.0,f,5.0,0.0
2022-11-30,,within an hour,100%,100%,f,14.0,t,t,Lawrence Hill,51.45695,-2.56277,Entire home/apt,6.0,1.0,1 bath,2.0,5.0,1.0,365.0,1.0,731.0,10.0,325.0,30.0,t,14.0,0.0
2014-08-09,"Bristol, United Kingdom",within an hour,100%,100%,f,2.0,t,t,Brislington West,51.44045,-2.55328,Private room,2.0,1.0,1 shared bath,1.0,2.0,2.0,28.0,2.0,1125.0,0.0,147.0,34.0,t,1.0,1.0
2012-03-18,"Bristol, United Kingdom",,,79%,f,1.0,t,t,Redland,51.477821350097656,-2.5919950008392334,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,180.0,1.0,180.0,0.0,58.0,101.0,f,1.0,1.0
2017-03-21,"England, United Kingdom",within an hour,100%,98%,t,3.0,t,t,Central,51.45632,-2.59155,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,30.0,2.0,1125.0,7.0,282.0,214.0,f,3.0,0.0
2018-07-04,,within an hour,100%,92%,t,1.0,t,t,St George Central,51.46317,-2.53443,Entire home/apt,4.0,1.5,1.5 baths,1.0,2.0,1.0,365.0,1.0,365.0,11.0,218.0,145.0,f,1.0,0.0
2015-07-05,"Bristol, United Kingdom",within an hour,100%,100%,t,2.0,t,t,Ashley,51.46117,-2.58319,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,30.0,365.0,30.0,365.0,0.0,124.0,383.0,f,2.0,0.0
2023-08-16,,,,100%,t,2.0,t,t,Clifton,51.45628,-2.61012,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,1125.0,2.0,365.0,0.0,169.0,45.0,t,2.0,0.0
2024-02-22,,within an hour,100%,100%,t,3.0,f,t,Lawrence Hill,51.45347,-2.57757,Entire home/apt,6.0,1.5,1.5 baths,2.0,3.0,2.0,365.0,1.0,365.0,17.0,280.0,37.0,t,3.0,0.0
2015-03-07,"Bristol, United Kingdom",within a few hours,100%,63%,t,2.0,t,t,Ashley,51.46359,-2.58807,Private room,2.0,1.0,1 shared bath,1.0,1.0,2.0,1125.0,2.0,1125.0,14.0,67.0,178.0,f,2.0,1.0
2022-11-29,,a few days or more,0%,,f,1.0,f,t,Filwood,51.4206793,-2.5983012,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,1125.0,1.0,1125.0,30.0,365.0,3.0,f,1.0,1.0
2017-10-11,,within an hour,100%,96%,f,39.0,t,t,Clifton Down,51.46511,-2.61002,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,15.0,365.0,15.0,365.0,30.0,365.0,2.0,f,25.0,0.0
2016-01-04,"Bristol, United Kingdom",,,95%,t,3.0,t,t,Avonmouth & Lawrence Weston,51.48534,-2.67501,Private room,1.0,1.0,1 shared bath,1.0,1.0,1.0,90.0,1.0,90.0,29.0,364.0,11.0,f,3.0,3.0
2022-04-04,"Bristol, United Kingdom",within an hour,100%,100%,f,19.0,t,t,Southville,51.44365,-2.59314,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,365.0,1.0,365.0,16.0,46.0,13.0,t,14.0,0.0
2023-06-14,"London, United Kingdom",,,100%,f,210.0,t,t,Central,51.45671,-2.59397,Entire home/apt,1.0,1.0,1 bath,1.0,1.0,3.0,365.0,3.0,1125.0,0.0,42.0,0.0,t,7.0,2.0
2018-07-13,,within an hour,100%,100%,f,4.0,t,t,Clifton Down,51.46425,-2.61757,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1.0,365.0,2.0,365.0,4.0,4.0,0.0,t,4.0,0.0
2017-12-30,"Bristol, United Kingdom",within an hour,100%,97%,t,27.0,t,t,Ashley,51.46855,-2.59044,Entire home/apt,4.0,3.0,3 baths,4.0,5.0,3.0,1125.0,4.0,1125.0,15.0,105.0,38.0,f,21.0,0.0
2016-03-17,"Bristol, United Kingdom",within an hour,100%,40%,f,2.0,t,t,Avonmouth & Lawrence Weston,51.48896,-2.67253,Private room,2.0,0.0,0 shared baths,1.0,1.0,1.0,31.0,1.0,31.0,29.0,179.0,4.0,f,2.0,2.0
2018-01-16,"Bristol, United Kingdom",a few days or more,0%,40%,f,6.0,t,t,Horfield,51.49094,-2.58589,Private room,1.0,1.0,1 shared bath,1.0,1.0,4.0,1125.0,4.0,1125.0,5.0,340.0,3.0,f,6.0,6.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Central,51.4557,-2.59939,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,1.0,365.0,1.0,365.0,20.0,337.0,104.0,f,148.0,3.0
2017-08-17,"Bristol, United Kingdom",within an hour,90%,99%,t,2.0,t,t,Bishopsworth,51.41930676280959,-2.626192420721054,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,2.0,365.0,2.0,365.0,20.0,71.0,1.0,f,2.0,0.0
2017-10-11,,within an hour,100%,96%,f,39.0,t,t,Ashley,51.4619,-2.58624,Entire home/apt,6.0,1.0,1 bath,1.0,4.0,15.0,365.0,15.0,365.0,29.0,364.0,2.0,f,25.0,0.0
2021-10-19,,within a few hours,70%,5%,f,1.0,t,t,Ashley,51.46061179740182,-2.58862283799627,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,2.0,200.0,2.0,200.0,25.0,349.0,2.0,f,1.0,0.0
2015-08-10,"Bristol, United Kingdom",within a day,100%,85%,t,2.0,t,t,St George Troopers Hill,51.45362,-2.53309,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,365.0,1.0,365.0,3.0,201.0,21.0,f,2.0,2.0
2014-12-11,"Bristol, United Kingdom",within a day,100%,71%,t,3.0,t,t,Southville,51.44216,-2.59791,Entire home/apt,6.0,1.5,1.5 baths,2.0,3.0,2.0,14.0,2.0,14.0,3.0,11.0,34.0,f,3.0,2.0
2016-05-31,"Bristol, United Kingdom",within an hour,100%,97%,t,1.0,t,t,Horfield,51.4979,-2.57751,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,7.0,1.0,1125.0,27.0,79.0,228.0,f,1.0,0.0
2022-02-17,"Bedford, United Kingdom",within an hour,100%,98%,t,14.0,t,t,Frome Vale,51.4889,-2.52088,Entire home/apt,8.0,1.0,1 bath,3.0,5.0,2.0,365.0,2.0,365.0,26.0,260.0,10.0,t,1.0,0.0
2013-07-09,"Bristol, United Kingdom",within an hour,100%,80%,t,1.0,t,t,Bishopston & Ashley Down,51.4756,-2.58751,Private room,1.0,1.5,1.5 shared baths,1.0,1.0,2.0,5.0,2.0,5.0,16.0,66.0,260.0,f,1.0,1.0
2022-04-04,"Bristol, United Kingdom",within an hour,100%,100%,f,19.0,t,t,Ashley,51.461738893239584,-2.5853982711639367,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,1.0,365.0,1.0,365.0,14.0,71.0,6.0,t,14.0,0.0
2017-09-27,"England, United Kingdom",within a day,70%,71%,f,2.0,t,t,Westbury-on-Trym & Henleaze,51.48641984490516,-2.6179251883606014,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,14.0,2.0,14.0,13.0,331.0,5.0,f,2.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Central,51.4557,-2.5994,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,1.0,365.0,1.0,365.0,17.0,330.0,107.0,f,148.0,3.0
2015-09-29,"Bristol, United Kingdom",within a day,100%,93%,f,5.0,t,t,Ashley,51.4664,-2.57926,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,3.0,100.0,3.0,100.0,21.0,81.0,52.0,f,5.0,0.0
2017-10-30,,within an hour,100%,33%,f,4.0,t,t,Horfield,51.49134,-2.58413,Entire home/apt,6.0,1.0,1 bath,2.0,2.0,14.0,1125.0,14.0,1125.0,30.0,365.0,57.0,f,2.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Hotwells & Harbourside,51.449651,-2.6152811,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,1.0,45.0,1.0,45.0,13.0,315.0,15.0,t,148.0,3.0
2015-06-23,"London, United Kingdom",within an hour,100%,96%,f,8.0,t,t,Bishopston & Ashley Down,51.48517,-2.58579,Entire home/apt,4.0,1.0,1 bath,2.0,6.0,1.0,365.0,1.0,1125.0,22.0,234.0,8.0,t,4.0,0.0
2024-09-29,,within a few hours,70%,76%,f,3.0,f,t,Lawrence Hill,51.46553,-2.5696,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,1.0,365.0,1.0,365.0,27.0,346.0,4.0,f,3.0,0.0
